Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-25 12:59:15.420,1.400,0.015,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,84.424,0.000,51.100,3.220
2025-03-25 12:59:16.428,1.400,0.019,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.854,0.000,0.000,0.000,0.000,0.000,79.455,0.000,51.000,3.280
2025-03-25 12:59:17.435,1.460,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,10.173,0.000,0.000,0.000,0.000,0.000,80.121,0.000,51.000,3.260
2025-03-25 12:59:18.444,1.420,0.013,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,89.576,0.000,51.000,3.230
2025-03-25 12:59:19.453,1.400,0.015,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,75.212,0.000,51.000,3.220
2025-03-25 12:59:20.462,1.420,0.014,0.000,0.000,0.000,0.000,6.118,0.000,0.000,0.000,0.000,0.000,10.173,0.000,0.000,0.000,0.000,0.000,78.182,0.000,51.000,3.260
2025-03-25 12:59:21.470,1.400,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,10.178,0.000,0.000,0.000,0.000,0.000,85.152,0.000,51.000,3.260
2025-03-25 12:59:22.478,1.420,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,71.818,0.000,51.000,3.210
2025-03-25 12:59:23.485,1.460,0.017,0.000,0.000,0.000,0.000,6.349,0.000,0.000,0.000,0.000,0.000,10.847,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.220
2025-03-25 12:59:24.493,1.420,0.017,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.220
2025-03-25 12:59:25.500,1.400,0.017,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,10.173,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.280
2025-03-25 12:59:26.509,1.400,0.018,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.843,0.000,0.000,0.000,0.000,0.000,88.909,0.000,51.000,3.260
2025-03-25 12:59:27.528,1.520,0.018,0.000,0.000,0.000,0.000,6.118,0.000,0.000,0.000,0.000,0.000,10.178,0.000,0.000,0.000,0.000,0.000,74.606,0.000,51.000,3.210
2025-03-25 12:59:28.536,1.460,0.015,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,90.727,0.000,51.000,3.200
2025-03-25 12:59:31.560,1.400,0.016,0.000,0.000,0.000,0.000,6.077,0.000,0.000,0.000,0.000,0.000,10.508,0.000,0.000,0.000,0.000,0.000,91.212,0.000,51.100,3.230
2025-03-25 12:59:32.575,1.400,0.014,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,10.508,0.000,0.000,0.000,0.000,0.000,99.030,0.000,51.100,3.270
2025-03-25 12:59:33.583,1.400,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,107.273,0.000,51.000,3.280
2025-03-25 12:59:34.591,1.400,0.015,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,85.758,0.000,51.000,3.280
2025-03-25 12:59:35.598,1.400,0.014,0.000,0.000,0.000,0.000,6.020,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,103.636,0.000,51.000,3.240
2025-03-25 12:59:36.605,1.400,0.016,0.000,0.000,0.000,0.000,6.077,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,97.394,0.000,51.100,3.230
2025-03-25 12:59:37.613,1.400,0.013,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,92.182,0.000,51.100,3.290
