Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-25 13:17:30.370,24.881,0.022,0.000,0.000,2.941,0.000,26.279,0.017,0.000,0.000,2.941,0.000,12.851,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.100,3.240
2025-03-25 13:17:31.380,25.291,0.023,0.000,0.000,0.000,0.000,25.581,0.016,0.000,0.000,0.000,0.000,12.527,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.250
2025-03-25 13:17:32.388,24.241,0.018,0.000,0.000,0.000,0.000,24.173,0.016,0.000,0.000,0.000,0.000,11.533,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.260
2025-03-25 13:17:33.397,23.765,0.022,0.000,0.000,0.000,0.000,25.543,0.015,0.000,0.000,0.000,0.000,11.538,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.100,3.270
2025-03-25 13:17:34.405,24.104,0.022,0.000,0.000,0.000,0.000,26.279,0.014,0.000,0.000,0.000,0.000,12.522,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.260
2025-03-25 13:17:35.412,24.104,0.022,0.000,0.000,0.000,0.000,24.246,0.013,0.000,0.000,0.000,0.000,10.523,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.260
2025-03-25 13:17:36.420,24.256,0.022,0.000,0.000,0.000,0.000,24.934,0.015,0.000,0.000,0.000,0.000,12.522,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.260
2025-03-25 13:17:37.437,24.896,0.020,0.000,0.000,0.000,0.000,25.590,0.016,0.000,0.000,0.000,0.000,11.203,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.260
2025-03-25 13:17:38.445,24.256,0.018,0.000,0.000,0.000,0.000,24.903,0.015,0.000,0.000,2.941,0.000,12.192,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.240
2025-03-25 13:17:39.453,24.901,0.022,0.000,0.000,0.000,0.000,25.262,0.015,0.000,0.000,0.000,0.000,11.533,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.240
2025-03-25 13:17:40.461,24.582,0.021,0.000,0.000,0.000,0.000,25.924,0.016,0.000,0.000,0.000,0.000,11.867,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.220
2025-03-25 13:17:41.468,23.812,0.022,0.000,0.000,0.000,0.000,24.965,0.015,0.000,0.000,0.000,0.000,13.186,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.230
2025-03-25 13:17:42.486,24.971,0.022,0.000,0.000,2.941,0.000,23.604,0.014,0.000,0.000,0.000,0.000,12.187,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.240
2025-03-25 13:17:46.518,1.601,0.000,0.000,0.000,0.000,0.000,6.416,0.000,0.000,0.000,0.000,0.000,12.197,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.100,3.210
2025-03-25 13:17:47.526,1.601,0.014,0.000,0.000,0.000,0.000,6.359,0.000,0.000,0.000,0.000,0.000,10.518,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.220
2025-03-25 13:17:48.534,1.520,0.015,0.000,0.000,0.000,0.000,6.190,0.000,0.000,0.000,0.000,0.000,10.173,0.000,0.000,0.000,0.000,0.000,96.121,0.000,51.000,3.240
2025-03-25 13:17:49.542,1.520,0.016,0.000,0.000,0.000,0.000,6.179,0.000,0.000,0.000,0.000,0.000,10.188,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.240
2025-03-25 13:17:50.552,1.500,0.015,0.000,0.000,0.000,0.000,6.431,0.000,0.000,0.000,0.000,0.000,11.862,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.100,3.220
2025-03-25 13:17:51.559,1.520,0.018,0.000,0.000,0.000,0.000,6.333,0.000,0.000,0.000,0.000,0.000,11.522,0.000,0.000,0.000,0.000,0.000,93.212,0.000,51.000,3.210
2025-03-25 13:17:52.567,1.420,0.016,0.000,0.000,0.000,0.000,6.221,0.000,0.000,0.000,0.000,0.000,10.863,0.000,0.000,0.000,0.000,0.000,66.727,0.000,51.000,3.250
2025-03-25 13:17:53.576,1.500,0.016,0.000,0.000,0.000,0.000,6.154,0.000,0.000,0.000,0.000,0.000,11.193,0.000,0.000,0.000,0.000,0.000,88.364,0.000,51.000,3.220
2025-03-25 13:17:54.584,1.500,0.013,0.000,0.000,0.000,0.000,6.262,0.000,0.000,0.000,0.000,0.000,12.187,0.000,0.000,0.000,0.000,0.000,53.576,0.000,51.000,3.230
2025-03-25 13:17:55.592,1.500,0.018,0.000,0.000,0.000,0.000,6.262,0.000,0.000,0.000,0.000,0.000,10.863,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.100,3.240
2025-03-25 13:17:56.610,1.520,0.014,0.000,0.000,0.000,0.000,6.221,0.000,0.000,0.000,0.000,0.000,11.198,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.200
2025-03-25 13:17:57.618,1.580,0.009,0.000,0.000,0.000,0.000,6.513,0.000,0.000,0.000,0.000,0.000,11.527,0.000,0.000,0.000,0.000,0.000,59.091,0.000,51.000,3.220
2025-03-25 13:17:59.627,1.541,0.021,0.000,0.000,0.000,0.000,6.487,0.000,0.000,0.000,0.000,0.000,12.192,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.100,3.220
2025-03-25 13:18:01.637,1.541,0.022,0.000,0.000,0.000,0.000,6.318,0.000,0.000,0.000,0.000,0.000,10.863,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.100,3.210
2025-03-25 13:18:03.645,1.541,0.020,0.000,0.000,0.000,0.000,6.303,0.000,0.000,0.000,0.000,0.000,11.198,0.000,0.000,0.000,0.000,0.000,93.030,0.000,51.000,3.180
2025-03-25 13:18:06.655,1.500,0.000,0.000,0.000,0.000,0.000,6.182,0.000,0.000,0.000,0.000,0.000,9.854,0.000,0.000,0.000,0.000,0.000,74.364,0.000,51.000,3.250
2025-03-25 13:18:08.664,1.500,0.014,0.000,0.000,0.000,0.000,6.344,0.000,0.000,0.000,0.000,0.000,12.522,0.000,0.000,0.000,0.000,0.000,104.485,0.000,51.100,3.210
2025-03-25 13:18:10.674,1.480,0.016,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,11.182,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.240
2025-03-25 13:18:13.684,24.500,0.019,0.000,0.000,0.000,0.000,25.950,0.016,0.000,0.000,0.000,0.000,12.527,0.000,0.000,0.000,0.000,0.000,48.485,0.000,51.000,3.370
2025-03-25 13:18:16.694,24.260,0.017,0.000,0.000,0.000,0.000,24.255,0.013,0.000,0.000,0.000,0.000,12.851,0.000,0.000,0.000,0.000,0.000,48.545,0.000,51.000,3.290
2025-03-25 13:18:18.703,25.291,0.017,0.000,0.000,0.000,0.000,23.480,0.012,0.000,0.000,0.000,0.000,10.183,0.000,0.000,0.000,0.000,0.000,48.424,0.000,51.000,3.270
2025-03-25 13:18:21.713,1.525,0.000,0.000,0.000,0.000,0.000,6.246,0.000,0.000,0.000,0.000,0.000,10.868,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,4.210
2025-03-25 13:18:23.722,1.440,0.019,0.000,0.000,0.000,0.000,6.513,0.000,0.000,0.000,0.000,0.000,11.512,0.000,0.000,0.000,0.000,0.000,93.333,0.000,51.100,3.490
2025-03-25 13:18:25.731,1.481,0.012,0.000,0.000,0.000,0.000,6.282,0.000,0.000,0.000,0.000,0.000,11.517,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.300
2025-03-25 13:18:28.741,1.481,0.015,0.000,0.000,0.000,0.000,6.385,0.000,0.000,0.000,0.000,0.000,10.178,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.280
2025-03-25 13:18:30.762,1.400,0.008,0.000,0.000,0.000,0.000,6.174,0.000,0.000,0.000,0.000,0.000,10.518,0.000,0.000,0.000,0.000,0.000,83.333,0.000,51.100,3.260
2025-03-25 13:18:32.770,1.601,0.016,0.000,0.000,0.000,0.000,6.277,0.000,0.000,0.000,0.000,0.000,11.857,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.240
2025-03-25 13:18:35.781,1.500,0.014,0.000,0.000,0.000,0.000,6.375,0.000,0.000,0.000,0.000,0.000,11.527,0.000,0.000,0.000,0.000,0.000,108.545,0.000,51.000,3.220
2025-03-25 13:18:37.790,1.500,0.000,0.000,0.000,0.000,0.000,6.303,0.000,0.000,0.000,0.000,0.000,10.523,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.220
2025-03-25 13:18:39.800,1.601,0.018,0.000,0.000,0.000,0.000,6.221,0.000,0.000,0.000,0.000,0.000,10.528,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.210
2025-03-25 13:18:42.809,1.460,0.019,0.000,0.000,0.000,0.000,6.400,0.000,0.000,0.000,0.000,0.000,13.186,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.210
