Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-26 15:00:02.324,1.400,0.000,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.843,0.000,0.000,0.000,0.000,0.000,60.061,0.000,51.100,3.190
2025-03-26 15:00:03.332,1.500,0.012,0.000,0.000,0.000,0.000,6.051,0.000,0.000,0.000,0.000,0.000,10.178,0.000,0.000,0.000,0.000,0.000,90.667,0.000,51.000,3.140
2025-03-26 15:00:04.340,1.400,0.013,0.000,0.000,0.000,0.000,6.020,0.000,0.000,0.000,0.000,0.000,9.843,0.000,0.000,0.000,0.000,0.000,114.606,0.000,51.000,3.200
2025-03-26 15:00:05.356,1.400,0.000,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,56.424,0.000,51.100,3.160
2025-03-26 15:00:06.364,1.400,0.007,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,73.576,0.000,51.100,3.190
2025-03-26 15:00:07.372,1.400,0.000,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,68.485,0.000,51.100,3.220
2025-03-26 15:00:08.380,1.400,0.000,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,80.667,0.000,51.000,3.200
2025-03-26 15:00:09.387,1.400,0.000,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,78.121,0.000,51.100,3.170
2025-03-26 15:00:10.401,1.421,0.012,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,54.182,0.000,51.000,3.220
2025-03-26 15:00:11.409,1.400,0.009,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,62.000,0.000,51.000,3.200
2025-03-26 15:00:12.417,1.400,0.003,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,61.576,0.000,51.000,3.200
2025-03-26 15:00:13.425,1.420,0.009,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.843,0.000,0.000,0.000,0.000,0.000,113.939,0.000,51.000,3.230
2025-03-26 15:00:14.432,1.420,0.012,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,124.061,0.000,51.000,3.220
2025-03-26 15:00:15.448,1.400,0.013,0.000,0.000,0.000,0.000,6.020,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,81.515,0.000,51.000,3.170
2025-03-26 15:00:18.474,1.420,0.008,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,88.970,0.000,51.000,3.170
2025-03-26 15:00:19.482,1.440,0.015,0.000,0.000,0.000,0.000,6.062,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,77.636,0.000,51.100,3.190
2025-03-26 15:00:20.496,1.400,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,97.939,0.000,51.100,3.170
2025-03-26 15:00:21.504,1.400,0.014,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,115.879,0.000,51.000,3.210
2025-03-26 15:00:22.512,1.400,0.016,0.000,0.000,0.000,0.000,6.062,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,73.515,0.000,51.100,3.220
2025-03-26 15:00:23.520,1.400,0.012,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,50.970,0.000,51.000,3.220
2025-03-26 15:00:24.526,1.400,0.015,0.000,0.000,0.000,0.000,6.174,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,88.000,0.000,51.100,3.210
2025-03-26 15:00:25.543,1.440,0.012,0.000,0.000,0.000,0.000,6.036,0.000,0.000,0.000,0.000,0.000,9.843,0.000,0.000,0.000,0.000,0.000,74.788,0.000,51.100,3.170
2025-03-26 15:00:26.551,1.400,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,87.333,0.000,51.100,3.180
2025-03-26 15:00:27.558,1.400,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,10.178,0.000,0.000,0.000,0.000,0.000,88.061,0.000,51.100,3.240
2025-03-26 15:00:28.566,1.440,0.000,0.000,0.000,0.000,0.000,6.190,0.000,0.000,0.000,0.000,0.000,10.513,0.000,0.000,0.000,0.000,0.000,87.758,0.000,51.100,3.160
2025-03-26 15:00:29.573,1.400,0.013,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,85.455,0.000,51.000,3.170
2025-03-26 15:00:30.586,1.440,0.015,0.000,0.000,0.000,0.000,6.133,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,86.909,0.000,51.000,3.170
2025-03-26 15:00:33.598,1.400,0.015,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.843,0.000,0.000,0.000,0.000,0.000,81.515,0.000,51.000,3.180
2025-03-26 15:00:35.606,1.500,0.015,0.000,0.000,0.000,0.000,6.231,0.000,0.000,0.000,0.000,0.000,10.183,0.000,0.000,0.000,0.000,0.000,89.697,0.000,51.100,3.200
2025-03-26 15:00:37.616,1.421,0.000,0.000,0.000,0.000,0.000,6.061,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,70.727,0.000,51.000,3.200
2025-03-26 15:00:39.626,1.400,0.000,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,60.848,0.000,51.100,3.210
2025-03-26 15:00:42.637,1.400,0.000,0.000,0.000,0.000,0.000,6.005,0.000,0.000,0.000,0.000,0.000,9.838,0.000,0.000,0.000,0.000,0.000,107.636,0.000,51.100,3.180
