Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-26 14:56:13.420,9.226,0.000,0.000,0.000,0.000,0.000,6.229,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,4.631,90.600,8.680
2025-03-26 14:56:16.438,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.930,82.000,8.130
2025-03-26 14:56:18.446,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.900,81.500,8.060
2025-03-26 14:56:21.459,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.891,81.300,8.030
2025-03-26 14:56:24.469,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.900,81.400,8.040
2025-03-26 14:56:26.479,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.900,81.600,8.050
