Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-28 10:00:30.998,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.322,58.800,5.130
2025-03-28 10:00:34.009,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.293,47.300,4.630
2025-03-28 10:00:36.019,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.293,47.300,4.630
2025-03-28 10:00:39.030,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.298,47.300,4.630
2025-03-28 10:00:42.039,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.293,47.300,4.630
2025-03-28 10:00:44.048,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.298,47.400,4.640
2025-03-28 10:00:47.065,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.303,47.400,4.650
2025-03-28 10:00:50.076,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.293,47.300,4.630
2025-03-28 10:00:52.084,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.293,47.300,4.640
2025-03-28 10:00:55.095,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.288,47.200,4.620
2025-03-28 10:00:58.105,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.288,47.200,4.620
2025-03-28 10:01:00.114,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.298,47.300,4.640
2025-03-28 10:01:03.124,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.293,47.200,4.630
2025-03-28 10:01:06.134,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.288,47.200,4.630
2025-03-28 10:01:09.144,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.298,47.300,4.640
2025-03-28 10:01:11.152,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.298,47.300,4.640
2025-03-28 10:01:14.163,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.303,47.500,4.640
2025-03-28 10:01:17.181,9.226,0.000,0.000,0.000,0.000,0.000,6.256,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.293,47.300,4.640
2025-03-28 10:01:19.190,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.293,47.300,4.640
2025-03-28 10:01:22.210,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.298,47.400,4.650
2025-03-28 10:01:25.220,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,2.308,47.600,4.670
2025-03-28 10:01:27.229,9.226,0.000,0.000,0.000,0.000,0.000,6.240,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,2.293,47.300,4.640
