Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-26 14:59:02.944,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,4.582,89.600,8.570
2025-03-26 14:59:05.955,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.861,80.600,8.000
2025-03-26 14:59:07.973,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.837,80.200,7.930
2025-03-26 14:59:10.982,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.832,80.000,7.910
2025-03-26 14:59:14.001,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.827,80.000,7.900
2025-03-26 14:59:16.009,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.842,80.300,7.930
2025-03-26 14:59:19.025,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.822,79.800,7.880
2025-03-26 14:59:22.035,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.827,79.900,7.890
2025-03-26 14:59:24.043,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.827,79.900,7.900
2025-03-26 14:59:27.053,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.832,80.000,7.900
2025-03-26 14:59:30.070,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.822,79.900,7.890
2025-03-26 14:59:32.079,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.822,79.800,7.880
2025-03-26 14:59:35.095,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.822,79.800,7.880
2025-03-26 14:59:38.105,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.822,79.800,7.880
2025-03-26 14:59:41.115,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.822,79.800,7.880
2025-03-26 14:59:43.124,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.827,79.900,7.880
2025-03-26 14:59:46.149,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.827,79.900,7.880
2025-03-26 14:59:49.159,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.827,79.900,7.880
2025-03-26 14:59:51.168,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.817,79.700,7.870
2025-03-26 14:59:54.178,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.827,80.000,7.890
2025-03-26 14:59:57.192,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.812,79.600,7.860
2025-03-26 14:59:59.201,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.817,79.700,7.870
2025-03-26 15:00:02.222,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.812,79.600,7.860
2025-03-26 15:00:05.232,9.226,0.000,0.000,0.000,0.000,0.000,6.187,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.812,79.600,7.860
2025-03-26 15:00:07.242,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.485,3.807,79.500,7.850
2025-03-26 15:00:10.254,9.226,0.000,0.000,0.000,0.000,0.000,6.186,0.000,0.000,0.000,0.000,0.000,8.243,0.000,0.000,0.000,0.000,0.000,62.545,3.807,79.500,7.850
